date,gdi,comp,wages,supp,topi,subsidies,nos,nos_priv,interest,bctp,prop,rental,cprof,ctax,cprof_at,gov_ent,cfc,topi_net,ucap,ni,lab_net,cap_net,prop_net,capmax_net,labmax_net,c_comp,c_wages,c_supp,c_ucap,c_prop,c_cfc,c_topi,c_ctax,c_rent,lab_gross
1982-09-01,3360833,1904945,1596627,308319,241777,13040,684402,687899,272905,19522,170698,24379,200396,53212,147184,-3497,542749,228737,463990,2539633,75.00867251291821,18.269962628458522,6.721364858623273,24.991327487081794,81.73003737154148,56.6807395666491,47.506882966217006,9.173886354960214,13.805803501691397,5.079038440767512,16.149240381774398,6.805961498235705,1.5832979502403124,0.7253856410003116,56.6807395666491
1982-12-01,3380870,1918325,1604532,313793,246292,19428,686381,689766,272496,19954,179459,26324,191532,48616,142916,-3385,549301,226864,461690,2559474,74.94997018918731,18.038471967287027,7.011557843525662,25.050029810812692,81.96152803271298,56.740572692827584,47.459145131282774,9.28142756154481,13.65595246194027,5.308071591040176,16.247326871485743,6.710225474508041,1.4379730661042867,0.7786161550133546,56.740572692827584
1983-03-01,3442826,1947394,1622636,324758,250664,19900,712360,714948,276121,20301,183262,25780,209484,50240,159244,-2587,552307,230764,481446,2612102,74.55275483116662,18.431362940650864,7.015882228182513,25.447245168833376,81.56863705934914,56.56382285947649,47.13093255366376,9.432890305812725,13.984035208285286,5.32301080565791,16.042257145728538,6.702749427359965,1.4592663120355196,0.7488034539067615,56.56382285947649
1983-06-01,3526639,1986471,1654848,331623,261239,21584,741431,743507,276941,20905,182636,24745,238280,65332,172948,-2075,559081,239655,495539,2664646,74.54915212001895,18.596804228404075,6.8540436515769825,25.450847879981055,81.40319577159593,56.32759689891707,46.92422445280053,9.403372446116544,14.051310610470763,5.178755183051058,15.853082779382863,6.795563708108485,1.852528710763988,0.7016595687848969,56.32759689891707
1983-09-01,3613588,2029805,1691575,338230,267494,22196,772317,774021,290148,21883,183805,23742,254444,73984,180460,-1704,566169,245298,516233,2729843,74.35610765893863,18.91072123928006,6.733171101781311,25.643892341061374,81.08927876071994,56.1714561815016,46.81150701186743,9.35994916963417,14.28588427900469,5.086495748823607,15.667779503363416,6.788211605750296,2.0473833763007847,0.6570201140805205,56.1714561815016
1983-12-01,3725690,2086974,1741685,345289,273727,21536,813594,814764,303170,23636,195301,23478,269179,76120,193059,-1170,572932,252191,543343,2825618,73.85902836122929,19.22917393646275,6.911797702307955,26.140971638770704,80.77082606353726,56.01577157519815,46.74798493701838,9.267786638179773,14.583687853793526,5.2420088627878325,15.377876312844064,6.768974337639471,2.0431114773370838,0.6301651506163959,56.01577157519815
1984-03-01,3866136,2144073,1784233,359840,281644,21224,879398,881037,308124,26685,221918,23192,301118,88436,212682,-1639,582246,260420,570683,2936674,73.01024900959385,19.432970768971973,7.55678022143418,26.989750990406154,80.56702923102803,55.45777489462347,46.150290626092826,9.307484268530647,14.761068932908723,5.740046392573877,15.060153083078298,6.735924447562113,2.2874518640834154,0.5998754311798654,55.45777489462347
1984-06-01,3962847,2195373,1828356,367017,287748,20996,909229,910339,326968,28648,231775,21715,301232,87144,214088,-1110,591493,266752,591419,3018567,72.72898034067158,19.592707400564574,7.678312258763844,27.271019659328417,80.40729259943542,55.39888368135333,46.13743604030133,9.261447641052001,14.924093713433802,5.848699180160122,14.925961057795066,6.731322203456252,2.199025094837121,0.5479646324977977,55.39888368135333
1984-09-01,4040395,2241817,1867257,374560,292172,20880,924110,924882,342635,30141,232366,24449,295290,74744,220546,-772,603176,271292,617771,3091954,72.504862620854,19.979954423642784,7.515182955503219,27.495137379146,80.02004557635722,55.485094897899835,46.214714155422925,9.270380742476911,15.289866461076207,5.751071368022186,14.928639402830663,6.714492023675903,1.8499181391918365,0.6051141039428076,55.485094897899835
1984-12-01,4115393,2283068,1900656,382411,297528,21160,939289,939235,346724,31162,226936,29257,305156,75584,229572,54,616669,276368,636715,3146719,72.55392044856882,20.23425034138733,7.211829210043859,27.44607955143119,79.76574965861266,55.476305665096866,46.18407039133322,9.292210974747734,15.471547917780878,5.5143214754945635,14.984449844765736,6.715470430163049,1.8366168188554532,0.710916308600418,55.476305665096866
1985-03-01,4191020,2323735,1932369,391365,301047,21119,963708,962931,351770,32203,240667,26878,311413,80512,230901,778,623649,279928,641752,3206154,72.47733577364032,20.01625623722379,7.5064079891358935,27.522664226359684,79.98374376277621,55.445571722396934,46.107367657515354,9.338180204341663,15.312549212363578,5.742444560035504,14.88060185825885,6.67923321768925,1.9210597897409223,0.6413235918702368,55.445571722396934
1985-06-01,4248348,2363862,1963845,400018,305701,20994,965217,963110,350811,38146,238477,25327,310348,78812,231536,2107,634561,284707,645820,3248159,72.77543987224763,19.882647370402744,7.341912757349625,27.224560127752365,80.11735262959726,55.6419106909321,46.22608599860463,9.415848230888807,15.201673685865659,5.613405493146983,14.936653023716513,6.701593183985869,1.8551210964826799,0.5961611431078622,55.6419106909321
1985-09-01,4325809,2406632,1997626,409005,311851,21333,983494,981085,348997,32787,240737,27054,331510,84740,246770,2409,645165,290518,655608,3302977,72.86251160695336,19.849002884367646,7.288485508678988,27.137488393046638,80.15099711563235,55.634264018591665,46.179246471584854,9.454994429943625,15.155731563737557,5.565132441122574,14.91432007284649,6.715922963773944,1.9589399347035432,0.6254090275368145,55.634264018591665
1985-12-01,4374446,2455929,2037220,418710,313933,21994,969400,967211,357580,33104,244323,25553,306649,82376,224273,2189,657178,291939,640510,3340762,73.51403661799314,19.172572006027366,7.313391375979492,26.485963382006858,80.82742799397263,56.14262926093956,46.57092578123036,9.571726339746792,14.642082677440754,5.585232964357086,15.023113784008306,6.673736514292324,1.88311845659999,0.5841425405639937,56.14262926093956
1986-03-01,4439594,2493036,2065464,427572,317495,23105,983979,981519,375160,42051,245628,22012,296668,87840,208828,2460,668189,294390,648051,3386715,73.61221714847574,19.135091083837878,7.252691767686386,26.387782851524264,80.86490891616212,56.15459431650732,46.52371365489727,9.630880661610048,14.597078021098326,5.532668077306168,15.05067805749805,6.631011754678468,1.978559300692811,0.4958111034477477,56.15459431650732
1986-06-01,4468777,2519014,2083631,435383,319475,24187,974559,972041,378440,34517,251631,21078,286374,88404,197970,2518,679916,295288,632005,3402650,74.0309464681939,18.573905632374768,7.3951478994313256,25.969053531806093,81.42609436762524,56.3692034755818,46.62642597739829,9.742777498183507,14.142683781267223,5.630869475026389,15.21481156925038,6.607803432572267,1.9782593761111822,0.4716726746490147,56.3692034755818
1986-09-01,4515237,2556896,2113131,443764,326155,25451,966684,964150,374284,33248,264416,16592,275610,90004,185606,2534,690953,300704,609730,3431042,74.52243370964273,17.77098619020111,7.706580100156162,25.477566290357274,82.22901380979889,56.62816813381003,46.80000186036746,9.828144126210873,13.503831581819515,5.856082416050365,15.302696181839403,6.6597611598239475,1.9933394415398351,0.36746686829506403,56.62816813381003
1986-12-01,4575530,2606435,2154242,452193,330367,26837,963444,960792,371423,34027,264240,13391,277711,101236,176475,2652,702121,303530,595316,3465991,75.20028182415938,17.1759245768382,7.623793599002421,24.799718175840617,82.8240754231618,56.964657646218036,47.081802545278904,9.882855100939127,13.010864315172231,5.775068680568153,15.345129416701454,6.633767017154297,2.2125524256206384,0.29266554912764203,56.964657646218036
1987-03-01,4652468,2649361,2194256,455105,336035,28281,982753,979687,367338,34011,275438,14487,288413,101542,186870,3067,712600,307754,602706,3527505,75.1058042440762,17.085900657830393,7.808295098093412,24.894195755923803,82.9140993421696,56.94528151510123,47.163269043441026,9.782012471660202,12.954543695948043,5.920255657857292,15.316601855187397,6.614854739463012,2.182540535474935,0.3113831196689585,56.94528151510123
1987-06-01,4759392,2693567,2231434,462133,344369,30443,1028129,1025285,374793,34350,282308,14133,319699,115122,204577,2845,723770,313926,627853,3603728,74.7439040904308,17.422319331536677,7.833776578032526,25.2560959095692,82.57768066846333,56.59477092872367,46.884854199864186,9.709916728859485,13.19187408811882,5.9315979856250545,15.207194532410863,6.595926538515844,2.4188383726324707,0.2969496944147488,56.59477092872367
1987-09-01,4865151,2741443,2271965,469478,352378,31306,1066561,1063989,380365,32481,289495,17477,344171,119884,224287,2571,736076,321072,654610,3685548,74.38359234501898,17.761537768603205,7.85486988637782,25.616407654981025,82.2384622313968,56.34856965385041,46.69875611260576,9.64981354124466,13.455080839217528,5.950380574004795,15.129561240750801,6.599425177142498,2.464137289880622,0.3592283158323349,56.34856965385041
1987-12-01,4969432,2810672,2332835,477837,357398,31098,1083375,1080863,390690,32327,298630,20287,338928,114260,224668,2511,749086,326300,667972,3777274,74.4100639773551,17.683969974113605,7.905966048531296,25.589936022644903,82.31603002588639,56.559220450144004,46.943694973590546,9.615525476553458,13.441616667659403,6.009338693033731,15.073875646150304,6.56614277044137,2.299256735981094,0.4082357903277477,56.559220450144004
1988-03-01,5068209,2858473,2367096,491377,365220,30364,1111078,1108863,393458,31117,319160,21050,344078,112591,231487,2215,763802,334856,677112,3854745,74.1546587387752,17.565675550522798,8.279665710702005,25.845341261224803,82.4343244494772,56.4000616391313,46.70478269542554,9.695278943705755,13.359985746444158,6.297293580434429,15.070451909145815,6.606988780454792,2.22151454290855,0.41533409533821514,56.4000616391313
1988-06-01,5176433,2924054,2422462,501592,372500,29842,1132041,1125886,399122,31675,322499,20281,352308,120002,232306,6155,777680,342658,683384,3929937,74.4046024147461,17.389184610338535,8.206212974915374,25.59539758525391,82.61081538966147,56.48781699676206,46.797901180214254,9.689915816547805,13.20183222694083,6.23013955749065,15.02347272726219,6.61957761261471,2.318237288109399,0.39179489041971566,56.48781699676206
1988-09-01,5285539,2976558,2463571,512987,377526,29237,1169321,1162736,415484,33166,333596,21203,359287,129120,230166,6585,791371,348289,700019,4010173,74.22517681905494,17.456079824985107,8.318743355959954,25.774823180945063,82.54392017501489,56.315126990832916,46.60964567662825,9.705481314204663,13.244041903767998,6.311484978164006,14.972380300287256,6.589469872419823,2.4428918223855693,0.40115114087702314,56.315126990832916
1988-12-01,5404274,3036327,2509467,526860,382612,28565,1208765,1201492,430795,35066,326841,27429,381361,135351,246011,7273,805134,354047,739301,4102469,74.01218631999413,18.020879621515725,7.966934058490144,25.98781368000587,81.97912037848427,56.18380933313152,46.4348587802913,9.748950552840215,13.679931846534798,6.047824370118909,14.898097320750207,6.551240740199331,2.5045177206041,0.5075427337696053,56.18380933313152
1989-03-01,5493904,3080126,2541872,538254,391008,27952,1232294,1225178,453568,37233,348099,23078,363200,137171,226030,7115,818428,363056,739909,4168134,73.89700043232776,17.751564609007293,8.351434958664957,26.10299956767225,82.24843539099271,56.06443068535599,46.267135355841674,9.797295329514313,13.467818148988407,6.33609542503837,14.897020406617953,6.608342628484225,2.496785528105333,0.4200655854197671,56.06443068535599
1989-06-01,5542536,3115774,2564689,551085,397485,27389,1224983,1217936,463202,37665,339519,21171,356379,122964,233414,7048,831683,370096,755452,4210745,73.99578934369096,17.941053186550125,8.063157469758915,26.004210656309038,82.05894681344988,56.21567455763932,46.27284333380965,9.94283122382967,13.630078361241136,6.125697695062333,15.005459594669299,6.677376565528848,2.2185512191531096,0.3819731617440103,56.21567455763932
1989-09-01,5606205,3156319,2593525,562794,403939,27096,1228155,1220896,469596,39130,337157,20009,355004,118934,236070,7259,844888,376843,764805,4258281,74.1219050598117,17.960416421556022,7.917678518632283,25.878094940188305,82.03958357844398,56.30045636932649,46.26168682736361,10.038769541962878,13.642116190899191,6.013996990834263,15.070586965692478,6.721891190207993,2.121470763198991,0.3569081045020651,56.30045636932649
1989-12-01,5652361,3211327,2637258,574069,403033,27275,1207243,1199629,467251,39039,339742,21833,331765,118619,213146,7614,858033,375758,741269,4292338,74.81533374119186,17.26958594593436,7.915080312873776,25.184666258808136,82.73041405406563,56.813904844365034,46.65763563226057,10.156269212104464,13.114325146606879,6.010621048443297,15.180081385459987,6.647806111463864,2.0985743833417576,0.38626336852865556,56.813904844365034
1990-03-01,5767833,3274921,2686591,588330,419548,27125,1230468,1225289,472791,39375,345605,23137,344381,116753,227628,5179,870021,392423,762931,4383457,74.71091880221478,17.404778922206834,7.884302275578385,25.28908119778522,82.59522107779317,56.77905376247891,46.578862460130175,10.200191302348733,13.22734205376612,5.991938393500644,15.084018556015751,6.803647054274976,2.0242090920454876,0.4011385211742434,56.77905376247891
1990-06-01,5864899,3336913,2741034,595879,419450,26950,1253256,1249741,471551,38970,351118,26654,361449,121667,239782,3515,882230,392500,776957,4464988,74.73509447281829,17.40109939825146,7.8638061289302454,25.264905527181707,82.59890060174854,56.89634211944656,46.73625240605166,10.160089713394894,13.247576812490719,5.986769763639578,15.042543784641474,6.692357361993787,2.0744943774820332,0.4544664793033947,56.89634211944656
1990-09-01,5910988,3374835,2771624,603211,426751,26930,1241318,1237942,470767,38873,358938,31600,337763,125139,212625,3377,895014,399821,753865,4487638,75.2029241217763,16.798703460484113,7.998372417739577,24.79707587822369,83.2012965395159,57.0942624143375,46.88935250756726,10.204909906770238,12.753620883683066,6.072385868487637,15.1415296393767,6.764029972654318,2.117057249989342,0.53459760026581,57.0942624143375
1990-12-01,5927434,3384050,2774773,609277,434210,26967,1229276,1226434,469330,39502,356952,31273,329377,123705,205672,2842,906865,407243,745777,4486779,75.42270301256202,16.62165664945833,7.955640337979651,24.577296987437983,83.37834335054167,57.09131472404417,46.81238120913704,10.278933514907125,12.581784967997956,6.022032468012297,15.299453355364227,6.87047717444007,2.086990761938471,0.5275976080037331,57.09131472404417
1991-03-01,5973071,3389868,2774065,615804,444009,27137,1247360,1241489,454294,39753,347459,32969,367014,120157,246857,5871,918971,416872,773873,4511200,75.1433764851924,17.15448217769108,7.70214133711651,24.85662351480759,82.84551782230892,56.752514744927694,46.442859962655724,10.309671524078652,12.956032165028676,5.817091409092575,15.385234831462743,6.979190436544283,2.0116452658942108,0.5519606246100205,56.752514744927694
1991-06-01,6034491,3430273,2802805,627468,451552,27213,1250933,1242845,442570,38655,353015,35492,373113,115996,257118,8088,928946,424339,773835,4557123,75.27277626695614,16.980779320637165,7.746444412406687,24.727223733043854,83.01922067936283,56.84444636672753,46.44641942460433,10.398026942123204,12.823533915287967,5.849954867775923,15.393941261988791,7.031893825013576,1.92221680337248,0.5881523396090905,56.84444636672753
1991-09-01,6098185,3472728,2830887,641841,461270,27504,1253910,1245247,437373,38483,353620,39437,376335,116916,259419,8663,937781,433766,774712,4601060,75.47669450083242,16.837685229055914,7.68562027011167,24.523305499167584,83.16231477094409,56.94691125310236,46.421795993398035,10.525115259704322,12.703976675027079,5.798774553412204,15.378034611937814,7.113034452054177,1.9172261910716057,0.6467006166588911,56.94691125310236
1991-12-01,6155919,3520192,2861159,659034,471532,28098,1248420,1238171,417918,38666,362555,46412,372620,118183,254437,10249,943873,443434,757433,4640180,75.86326392510635,16.323353835411556,7.813382239482089,24.136736074893648,83.67664616458845,57.18385833211906,46.47817815666515,10.705696419982134,12.304141753652054,5.889534933776744,15.332771597547012,7.20337613279187,1.9198270802458577,0.7539410443834624,57.18385833211906
1992-03-01,6284700,3598666,2915852,682814,476405,28575,1290034,1280255,412029,38625,378711,50002,400887,130432,270456,9779,948169,447830,771112,4748489,75.78549723922704,16.239102586106863,7.975400174666088,24.21450276077295,83.76089741389313,57.26074434738333,46.396041179372126,10.864703168011202,12.269670787786211,6.025920091651153,15.086941301891896,7.125718013588556,2.075389437841106,0.795614746925072,57.26074434738333
1992-06-01,6375336,3654900,2954982,699918,481220,29224,1313259,1302804,404132,38363,395206,57266,407837,132371,275466,10454,955181,451996,775227,4825333,75.743995284885,16.065772041017688,8.190232674097311,24.256004715114997,83.93422795898232,57.32874314389077,46.35021589450344,10.978527249387326,12.159782637338644,6.198983081048591,14.982441709738906,7.089759661294715,2.076298409997528,0.8982428533962759,57.32874314389077
1992-09-01,6427000,3691394,2979434,711960,485976,30392,1316671,1305288,394890,38880,407857,64317,399344,127797,271548,11383,963352,455584,769635,4868886,75.81598747639603,15.807209287709755,8.376803235894206,24.18401252360396,84.19279071229025,57.43572428815933,46.35808308697682,11.07764120118251,11.97502722887817,6.345993465069239,14.98913956744982,7.088594989886417,1.9884393962968725,1.0007312898708574,57.43572428815933
1992-12-01,6532228,3739889,3023755,716134,489897,32161,1360326,1350167,392873,43012,418846,70705,424730,137057,287673,10159,974276,457736,794263,4952998,75.50758146883967,16.03600486008676,8.45641367107356,24.492418531160318,83.96399513991324,57.25288523303228,46.289795763405685,10.963089469626595,12.159143863318917,6.411992967789857,14.91491111455387,7.007348794316426,2.098166199955054,1.0824025125883543,57.25288523303228
1993-03-01,6546005,3748676,3019044,729632,489749,35468,1356882,1347274,400911,40204,418929,80719,406511,141728,264783,9608,986166,454281,786617,4954222,75.66629028735491,15.877709961321878,8.455999751323215,24.333709712645092,84.12229003867812,57.266622924974854,46.12040473540732,11.14621818956753,12.01674914699882,6.399765964126211,15.065158062054643,6.93982054703594,2.165106809420402,1.2331032438869203,57.266622924974854
1993-06-01,6664264,3803527,3069757,733770,497551,37558,1403208,1391462,391078,39302,429555,86850,444677,154122,290555,11745,997536,459993,807785,5040867,75.45382570101532,16.024723524742868,8.521450774241812,24.546174298984678,83.97527647525713,57.07347428013056,46.06295608937461,11.010518190755949,12.12114346010302,6.44564801154336,14.968434623838432,6.9023826186957775,2.3126634839196045,1.3032196803728064,57.07347428013056
1993-09-01,6717134,3837401,3096910,740491,504893,37688,1403833,1391966,384927,38700,423448,92528,452362,146383,305979,11867,1008696,467205,822134,5082983,75.49505870863625,16.174242565831914,8.330698725531839,24.504941291363753,83.82575743416808,57.12854619246839,46.10463331533955,11.023912877128847,12.239356844749562,6.303998103953264,15.01676161291408,6.955421761721591,2.179247875656493,1.3774922459489418,57.12854619246839
1993-12-01,6885130,3892833,3144931,747902,520314,36010,1486393,1473892,382725,39346,440004,100221,511597,177955,333642,12501,1021600,484304,855934,5188771,75.02418202691928,16.495890838119468,8.479927134961246,24.975817973080716,83.50410916188054,56.53971675189866,45.677147708176896,10.86256904372176,12.431631646751768,6.390641861518954,14.837773578712385,7.034057454252861,2.5846280317147245,1.4556152171418695,56.53971675189866
1994-03-01,6956227,3917304,3156632,760672,531463,33567,1507742,1494909,377455,40710,450230,108977,517538,155921,361617,12832,1033285,497896,888759,5256293,74.52598247472125,16.908475231498702,8.565542293780046,25.474017525278747,83.0915247685013,56.31363093815081,45.378507630645174,10.935123307505634,12.776451947298442,6.472330474551794,14.854101224701264,7.157558256796393,2.2414593428305314,1.5666107503392284,56.31363093815081
1994-06-01,7098217,3995615,3227404,768211,544395,32376,1543613,1530865,384393,39702,454123,113459,539188,164124,375064,12748,1046970,512019,912618,5362356,74.51230392014257,17.018974495538902,8.468721584318535,25.487696079857436,82.9810255044611,56.2904036323488,45.46781255067294,10.822591081675863,12.857003385498077,6.397705226537876,14.749760397575898,7.213346675651082,2.3121862856545525,1.5984154894109324,56.2904036323488
1994-09-01,7205842,4035771,3262723,773047,550510,31945,1589236,1576497,390237,41265,456768,116286,571942,180226,391716,12739,1062270,518565,939504,5432043,74.29563793953767,17.29559210043072,8.408769960031613,25.704362060462334,82.70440789956928,56.00693159800062,45.27885845956656,10.72805926080533,13.038087707168712,6.3388567220874394,14.741788676465568,7.196452545032211,2.501109516417374,1.61377393509322,56.00693159800062
1994-12-01,7331661,4092136,3315659,776477,554622,32204,1637200,1624896,406483,41182,465457,115940,595833,190414,405419,12304,1079907,522418,969024,5526617,74.04413947990244,17.5337643263501,8.422096193747459,25.955860520097556,82.4662356736499,55.81458280736111,45.223844910450715,10.5907378969104,13.216977708052786,6.3485886758812224,14.729363509851314,7.125506757609224,2.5971468129800326,1.5813606221018675,55.81458280736111
1995-03-01,7401941,4138481,3362141,776339,555321,33964,1642952,1626529,408328,43617,467357,118286,588940,194746,394194,16423,1099150,521357,964425,5570263,74.29597130332984,17.3138144464633,8.390214250206858,25.704028696670157,82.6861855535367,55.910753679338974,45.422423658875424,10.488316510493666,13.029352706269883,6.313978995509421,14.849483399016556,7.043517369295432,2.6310125952098242,1.598040297808372,55.910753679338974
1995-06-01,7480960,4176938,3399263,777675,553593,34614,1669291,1653132,408900,44901,471970,121577,605784,191033,414751,16159,1115753,518979,990129,5639037,74.07183176843847,17.55847673991144,8.369691491650082,25.928168231561525,82.44152326008856,55.834251219094874,45.43886078792027,10.395390431174608,13.235320065873898,6.308949653520404,14.914569787834717,6.937331572418513,2.5535893789032422,1.6251523868594404,55.834251219094874
1995-09-01,7610482,4223789,3442968,780821,558946,35147,1732132,1715540,409600,45836,484461,125707,649936,198026,451911,16592,1130762,523799,1033054,5741304,73.5684611022165,17.993368753858007,8.438170143925491,26.4315388977835,82.00663124614199,55.49962538509387,45.23981529684979,10.259810088244082,13.574094255790895,6.365707191738973,14.85795512031958,6.8825995515132945,2.6020165345637767,1.6517613470474013,55.49962538509387
1995-12-01,7696985,4269498,3484076,785422,563750,35523,1755401,1738548,407861,45511,500954,133962,650261,193991,456270,16853,1143859,528227,1043604,5814056,73.43407081046347,17.949672311377807,8.616256878158724,26.56592918953653,82.05032768862219,55.46974562117504,45.26546433441146,10.204281286763583,13.55860768859495,6.508444540297273,14.86113068948426,6.862778087783723,2.520350500877941,1.7404477207633897,55.46974562117504
1996-03-01,7820260,4318408,3528308,790100,570417,35502,1811361,1794155,400673,46809,523312,139519,683842,201661,482181,17206,1155575,534915,1069182,5910902,73.05835894420174,18.088305304334263,8.85333575146399,26.941641055798254,81.91169469566574,55.22077271088173,45.11752806172685,10.103244649154888,13.67194952597484,6.691746821716925,14.776682616690493,6.840117847744192,2.578699429430735,1.7840711178400719,55.22077271088173
1996-06-01,7967235,4391572,3594020,797552,577683,35434,1865854,1848469,410916,48195,547499,141611,700249,213391,486858,17385,1167560,542249,1087580,6026651,72.86919385243976,18.046175230654637,9.084630916905592,27.13080614756023,81.95382476934536,55.12040249848285,45.110003658734804,10.010398839748044,13.650657976073255,6.871882152340178,14.654519416083497,6.805987271619326,2.6783570460768384,1.777417134049642,55.12040249848285
1996-09-01,8066765,4455328,3651335,803993,581754,35193,1882995,1864845,418747,48922,547476,143674,706026,213716,492310,18150,1181881,546561,1103653,6106457,72.96093299273213,18.073540843733117,8.965526163534763,27.03906700726788,81.92645915626689,55.23066557659731,45.26393170000614,9.966733876591174,13.681481981934517,6.786809830210747,14.651238755560625,6.7754669932742555,2.6493396051577056,1.7810609333481267,55.23066557659731
1996-12-01,8210113,4518961,3708714,810247,593156,34807,1936593,1918320,433215,66653,556847,145315,716290,216776,499514,18273,1196210,558349,1144697,6220505,72.6462079847215,18.40199469335689,8.951797321921612,27.3537920152785,81.59800530664312,55.04139833398152,45.17250858788424,9.868889746097283,13.942524298995641,6.7824523243468144,14.569957806914472,6.800746835031381,2.6403534275350413,1.7699512783806994,55.04139833398152
1997-03-01,8349950,4596567,3780520,816047,595715,34375,1978742,1960845,440916,46902,575562,144151,753313,218202,535111,17897,1213302,561340,1167080,6339209,72.51010338987088,18.410498849304386,9.079397760824733,27.48989661012912,81.58950115069561,55.04903622177378,45.27595973628585,9.773076485487938,13.977089683171755,6.8929993592776,14.530649884131043,6.722674986077761,2.613213252773969,1.7263696189797544,55.04903622177378
1997-06-01,8474827,4664319,3839988,824331,610396,33647,2002534,1983952,448991,47357,575138,144566,767900,222477,545423,18582,1231224,576749,1186337,6425794,72.58743433107254,18.46210756211606,8.950458106811391,27.41256566892745,81.53789243788394,55.03733586538109,45.3105178430191,9.726818022361991,13.998362444448718,6.786427616752531,14.528013374196311,6.805436854345228,2.6251509322845172,1.7058283313629883,55.03733586538109
1997-09-01,8648935,4743318,3907420,835898,616580,33432,2074663,2056650,459137,53500,588538,147383,808092,234202,573891,18013,1247806,583148,1233911,6565767,72.24316671608968,18.793097592406188,8.96373569150413,27.756833283910318,81.20690240759382,54.84279856421629,45.178047933069216,9.664750631147072,14.266623578509956,6.8047453241352835,14.427279196802843,6.742425512505297,2.7078709690846328,1.7040595171544242,54.84279856421629
1997-12-01,8795494,4848680,3997056,851624,623765,33786,2091862,2074040,472872,52492,596593,152142,799941,224167,575774,17822,1264973,589979,1253280,6698553,72.38399099029297,18.7097123811665,8.906296628540522,27.61600900970702,81.2902876188335,55.12686382368062,45.44436048731316,9.682503336367462,14.249114376065744,6.782939082216417,14.382057448961934,6.7077414867203595,2.548657301113502,1.7297720855701795,55.12686382368062
1998-03-01,8894375,4946382,4079287,867095,629053,33810,2071403,2054552,492793,58938,617383,156820,728619,222144,506475,16851,1281346,595243,1215026,6778791,72.96849836497393,17.923933633593364,9.107568001432703,27.031501635026068,82.07606636640664,55.612474176094445,45.86367226477409,9.748801911320356,13.660611341437706,6.941274682032184,14.406251141873375,6.692353313189516,2.4975785257536365,1.763136813997611,55.612474176094445
1998-06-01,9046494,5032752,4149930,882822,635519,35006,2113195,2095970,513183,60412,630197,162590,729588,218937,510651,17225,1300034,600513,1246836,6909785,72.83514610078316,18.044497766573055,9.12035613264378,27.164853899216837,81.95550223342694,55.63207138588717,45.87335159897304,9.758719786914135,13.782532769048428,6.966201491981313,14.370583786381774,6.638074374448267,2.4201309369132393,1.7972708543221274,55.63207138588717
1998-09-01,9210815,5119465,4222021,897444,643027,36784,2166339,2149091,523969,62611,645417,168033,749061,225457,523604,17248,1318769,606243,1278217,7043099,72.68767626296322,18.148502527083604,9.163821209953175,27.312323737036778,81.85149747291639,55.58102078914841,45.837648459989694,9.743372329158712,13.877349615642046,7.007164946858666,14.317614673620087,6.581860562827503,2.4477421379107063,1.8243011069053063,55.58102078914841
1998-12-01,9325159,5204208,4293478,910730,650290,39872,2171736,2155564,517377,74344,668108,173381,722354,220682,501672,16172,1338797,610418,1266774,7139090,72.89735806664434,17.744194288067526,9.358447645288125,27.102641933355653,82.25580571193247,55.808249489365274,46.0418744602639,9.7663750291013809,13.584476146733799,7.164574888213703,14.35682758867704,6.54592591933285,2.3665226512491637,1.8592819704200219,55.808249489365274
1999-03-01,9486042,5294986,4372655,922331,657528,42447,2217287,2199477,513634,65421,682440,176116,761866,226471,535395,17811,1358687,615081,1290566,7267992,72.85349240890744,17.756843981116106,9.389663609976456,27.14650759109256,82.2431560188839,55.81870710671532,46.09567404403227,9.723033062683045,13.604894433315813,7.194149045513398,14.3230126959168,6.484063637921906,2.387413001123124,1.856580436814427,55.81870710671532
1999-06-01,9567858,5351497,4416915,934582,667068,45027,2211112,2193803,502837,67085,690222,179581,754078,223551,530527,17309,1383208,622041,1280030,7321749,73.0904186964071,17.482571445702387,9.427009857890512,26.909581303592898,82.51742855429761,55.93202783736966,46.164094408591765,9.767933428777894,13.378438517795729,7.213965759107211,14.456819906817179,6.501361119698892,2.336479073999635,1.8769195780288546,55.93202783736966
1999-09-01,9695871,5430455,4480152,950302,679003,46449,2222207,2205379,520876,67883,699488,179410,737722,227610,510112,16829,1410656,632554,1278281,7408224,73.30306157049247,17.254891320780796,9.442047108726735,26.69693842950753,82.7451086792192,56.00791305907432,46.20680287516201,9.801099870243736,13.183766574452155,7.2142874013072165,14.549038451522303,6.523952309183982,2.3474941034178363,1.8503752783014542,56.00791305907432
1999-12-01,9892178,5562791,4590980,971811,690739,46913,2242366,2226999,538024,70345,713256,178883,726490,231911,494579,15367,1443195,643826,1281831,7557878,73.60255087472966,16.960197028848572,9.437252096421773,26.39744912527035,83.03980297115143,56.234238809693885,46.41020410267587,9.82403470701801,12.958026028241708,7.2103029282327915,14.589254257252549,6.5084352505585725,2.3443876565908943,1.8083277514820295,56.234238809693885
