year,nq,gdi,comp,prop,ucap,ni,rental,interest,bctp,cprof,ctax,cfc,A194RC,W151RC,W152RC,A439RC,A442RC,W321RC,A451RC,A2009C,ni_pretax,ni_exh,govnp,ni_bus,v1_tf,v2_labmax,v3_prop75,v4_pretax,v5_exhouse,cap_exhouse,cap_tf,v6_exh_labmax,v7_business,v7_labmax,v8_corp_tf,v8_corp_std,v8_corp_extax,v9_gross,govnp_share,prop_share,rental_share
1989,4,5573751.5,3140886.5,341129.25,750358.75,4232374.5,21522.75,463404.25,38266.75,351587,124422,838258,556833.25,8963,202783.25,2892994.5,2119331,267544,3320142.5,452685.5,4356796.5,4210851.75,768579.5,3463795,74.21097778563782,82.27097460302721,80.25597539867987,72.09165036742019,74.59028924492533,17.308517213886716,17.729025396972787,82.69148278611328,68.4886663327362,78.337091253957,84.7383786310312,73.25734632402516,80.72256551780352,56.35139097966603,18.15953432287242,8.059996817389388,0.5085265965948902
1990,4,5867788.5,3342679.75,353153.25,759882.5,4455715.5,28166,471109.75,39180,343242.5,121816,888532.5,602556.75,9427.75,224226.5,3012643,2234925.25,284469,3467331,486982.25,4577531.25,4427549.5,836211,3619504.5,75.0200444799494,82.94589275280255,80.96443068458926,73.02363582990286,75.49728693038892,16.52644425545101,17.054107247197447,83.47355574454899,69.24894692077328,79.00589707790114,85.74897423914904,74.18486856889449,81.92018727544504,56.966602494278725,18.76715423145845,7.925848272853147,0.6321319213491077
1991,4,6065416.5,3453265.25,354162.25,769963.25,4577390.75,38577.5,438038.75,38889.25,372270.5,117813,932392.75,643657.25,9190.75,243234,3075065.25,2277820.75,307936,3554693,515300,4695203.5,4538813.25,896082,3681308.75,75.44178416491972,83.17899231128564,81.24469027469416,73.54878760846042,76.0829992289284,16.11403046820664,16.821007688714364,83.88596953179336,69.46397120317604,79.08452394817468,85.97768386465754,74.07389973269673,82.31710716078767,56.93368707655937,19.576261869275633,7.737208146365918,0.8427836317010952
1992,4,6404816,3671212.25,400155,777559.25,4848926.5,60572.5,400981,39720,408199.5,131914.25,960244.5,682206.25,10222.25,262795.75,3248013.5,2420482.5,325895,3742361.25,545162,4980840.25,4788354,955224.25,3893702.25,75.7118560159656,83.96430117057868,81.90118988192542,73.70668533286126,76.66960817850978,14.973553542616106,16.035698829421317,85.0264464573839,69.75335620488187,80.0303361665623,86.7492944288935,74.52193471486494,82.8331397237997,57.31955843852501,19.699705697745678,8.252445154613088,1.2491940226357319
1993,4,6703133.25,3820609.25,427984,818117.5,5066710.75,90079.5,389910.25,39388,453786.75,155047,1003499.5,704114,10848,280562.25,3401674.75,2515738.75,343758,3918863,578375,5221757.75,4976631.25,995524.25,4071186.5,75.40610543043137,83.8530845677346,81.74133978340879,73.16711025133252,76.77099343054601,14.629132909937821,16.1469154322654,85.37086709006218,69.3921784226785,79.9046911754104,86.66385221038594,73.95588746396169,82.26969390190233,56.99736388203233,19.648333980778357,8.446979137303229,1.7778693997876236
1994,4,7147986.75,4010206.5,456644.5,927476.25,5394327.25,113665.5,389642,40714.75,556125.25,172671.25,1055608,727936.25,11241,296387.25,3662496,2649014,376107.75,4210080,619563,5566998.5,5280661.75,1035564.5,4358762.75,74.3411794306695,82.80645190741811,80.69013378823097,72.035343641641,75.94136284150372,15.411150884640547,17.19354809258189,84.58884911535945,68.24510005734999,78.72157070260363,85.0756186255848,72.3281062969079,80.60563142531927,56.102601197463045,19.19728729843003,8.465272476748607,2.107130226480049
1995,4,7547592,4202176.5,481185.5,1007803,5691165,124883,408672.25,44966.25,623730.25,194449,1122381,748736,12033.25,312153.5,3883799.75,2787889,384752,4474228,662598.25,5885613.75,5566282,1072922.75,4618242.25,73.83684184169674,82.2917979007813,80.17805888601016,71.39742223145377,75.49341732955679,15.861934411515621,17.708202099218703,84.13806558848438,67.75854493124521,78.17777965198772,84.36391861493018,71.78251144385084,79.67564889618897,55.67572412499245,18.852427402825256,8.454956059084564,2.1943310376697918
1996,4,8016093.25,4421067.25,543783.5,1101278,6066128.75,142529.75,415887.75,52644.75,701601.75,211386,1175306.5,768730.5,12156.5,327506.5,4143871,2953697,398416,4770202.75,694957.5,6277514.75,5923599,1108393.5,4957735.25,72.88119708965952,81.84545621455858,79.60439143333382,70.42703085643885,74.63481660389233,16.185232153628224,18.154543785441415,83.81476784637178,66.81828663601995,77.78667184779583,83.57779658518268,71.27869086658345,78.86083266252031,55.152392968981495,18.271842647586404,8.964259124899055,2.349599816851893
1997,4,8567301.5,4713221,583957.75,1210152,6507330.75,147060.5,455479,50062.75,782311.5,224762,1239326.25,796964.25,12194.75,346028.25,4473094.5,3176578,416929,5143150.5,731915.75,6732092.5,6360270.25,1155187.25,5352143.5,72.42940586660667,81.40325048023723,79.1597893268296,70.01123350577848,74.10409958601996,16.71456491962743,18.59674951976277,83.28543508037257,66.47866878008783,77.38939548238943,82.90899144399695,71.0152222359711,78.31480249018439,55.014067148214636,17.75209059413493,8.973844613630558,2.2599204750734394
1998,4,9119210.75,5075701.75,640276.25,1251713.25,6967691.25,165206,511830.5,64076.25,732405.5,221805,1309736.5,832147,14133,370824.5,4759458.5,3447480.75,430774.5,5474446.5,774758.75,7189496.25,6802485.25,1217104.5,5750586.75,72.84624946606237,82.03546619549195,79.73816201313456,70.59885106692975,74.61540251042808,15.972210303579857,17.964533804508058,84.02778969642014,67.09919209548487,78.2332950633255,83.94405459717707,72.43430633968129,79.6426985661231,55.65944125153594,17.467830538558953,9.189216729429566,2.3710292846285346
